               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.092661,            0.053005,            0.037556,          0.00011111,            0.066667,          6.7039e-05,           2.263e-05,            0.074001,            0.040225,            0.036165,            0.070476,           0.0032804,           0.0032804
                   1,            0.080948,            0.037697,            0.035635,          0.00039494,           0.0066667,          0.00021658,          3.2713e-05,            0.072278,             0.03664,            0.035589,            0.040345,           0.0064828,           0.0064828
                   2,             0.07779,            0.036051,            0.034727,          0.00078579,            0.021957,           0.0004034,           0.0001097,            0.083339,            0.029757,            0.038588,            0.010082,           0.0095532,           0.0095532
                   3,            0.075816,            0.034461,            0.033594,           0.0025545,            0.096391,           0.0013944,           0.0003364,            0.070509,            0.034298,            0.034756,            0.009406,            0.009406,            0.009406
                   4,            0.072984,            0.034786,            0.031802,            0.003677,             0.63235,            0.018635,           0.0039554,            0.068114,            0.030747,            0.030709,            0.009406,            0.009406,            0.009406
                   5,            0.068573,            0.033411,             0.02865,             0.68598,            0.036667,            0.013319,             0.00387,            0.067572,            0.034089,            0.024988,            0.009208,            0.009208,            0.009208
                   6,            0.066263,            0.032865,            0.024392,           0.0039352,             0.22064,           0.0035508,           0.0012405,             0.07702,            0.030906,            0.030843,             0.00901,             0.00901,             0.00901
                   7,            0.064505,            0.030142,            0.018777,             0.56972,             0.22638,              0.1846,            0.060355,            0.061945,            0.028088,            0.015735,            0.008812,            0.008812,            0.008812
                   8,            0.060554,            0.029081,             0.01674,             0.30129,             0.25835,             0.22225,            0.095051,              0.0575,            0.031399,              0.0153,            0.008614,            0.008614,            0.008614
                   9,            0.057172,            0.027878,            0.013382,             0.34315,             0.27306,             0.21316,            0.086568,            0.058007,            0.028814,            0.011446,            0.008416,            0.008416,            0.008416
                  10,            0.055053,            0.026565,            0.011613,             0.52746,             0.47093,              0.4816,             0.24357,            0.049172,            0.025042,           0.0082868,            0.008218,            0.008218,            0.008218
                  11,            0.052096,            0.025366,            0.011111,             0.58324,             0.45615,             0.47363,             0.21913,            0.047506,            0.024112,           0.0094004,             0.00802,             0.00802,             0.00802
                  12,            0.050275,            0.023679,             0.00991,             0.59801,             0.49144,             0.53773,             0.26476,              0.0445,            0.023474,           0.0070406,            0.007822,            0.007822,            0.007822
                  13,            0.048619,            0.022099,           0.0087616,             0.69434,             0.58273,             0.63006,             0.31947,             0.04317,            0.021135,           0.0054218,            0.007624,            0.007624,            0.007624
                  14,            0.047362,            0.022736,           0.0075171,             0.65329,             0.61224,             0.67271,             0.36965,            0.041292,            0.020608,           0.0049692,            0.007426,            0.007426,            0.007426
                  15,            0.045835,             0.02115,           0.0077513,             0.86939,             0.52264,             0.67717,             0.34245,             0.04161,            0.021228,           0.0059852,            0.007228,            0.007228,            0.007228
                  16,            0.044022,            0.020573,            0.006615,             0.70673,             0.62737,             0.67049,             0.36231,            0.041764,            0.019121,            0.003886,             0.00703,             0.00703,             0.00703
                  17,            0.042931,            0.020281,           0.0058378,             0.72222,             0.65288,             0.71074,             0.41752,            0.036598,            0.018701,           0.0031913,            0.006832,            0.006832,            0.006832
                  18,            0.040725,            0.019474,           0.0058303,              0.8106,             0.68172,             0.75693,             0.43699,            0.036271,             0.01806,           0.0039706,            0.006634,            0.006634,            0.006634
                  19,            0.039868,            0.019475,           0.0060306,              0.7414,             0.66425,             0.73632,             0.43257,            0.037156,            0.018467,           0.0042497,            0.006436,            0.006436,            0.006436
                  20,            0.040139,              0.0183,           0.0053071,             0.85875,             0.72705,             0.80221,             0.45152,            0.037067,            0.016495,           0.0022022,            0.006238,            0.006238,            0.006238
                  21,            0.038132,            0.017724,           0.0047402,             0.80449,             0.72355,             0.77797,             0.45887,            0.038163,            0.016806,           0.0029572,             0.00604,             0.00604,             0.00604
                  22,            0.036754,            0.017809,           0.0044523,             0.85508,             0.70794,             0.80231,             0.48373,            0.035098,            0.016883,           0.0025724,            0.005842,            0.005842,            0.005842
                  23,            0.036628,            0.017247,           0.0040465,             0.87099,             0.72316,              0.8283,             0.53588,            0.031498,              0.0164,           0.0022877,            0.005644,            0.005644,            0.005644
                  24,            0.036133,            0.016966,           0.0043302,             0.87443,             0.70264,              0.7987,             0.50028,              0.0326,            0.016235,            0.002322,            0.005446,            0.005446,            0.005446
                  25,             0.03493,            0.016546,           0.0040335,               0.845,             0.74291,              0.8236,             0.51714,            0.031818,            0.015722,           0.0022885,            0.005248,            0.005248,            0.005248
                  26,            0.033663,            0.016366,           0.0036712,             0.82644,             0.74242,             0.79884,             0.53966,            0.032633,            0.016787,           0.0025222,             0.00505,             0.00505,             0.00505
                  27,             0.03318,            0.016349,           0.0038361,             0.88533,             0.80654,             0.86512,             0.57297,             0.02915,            0.014498,           0.0016754,            0.004852,            0.004852,            0.004852
                  28,            0.032735,            0.016167,           0.0034798,             0.90374,             0.78654,              0.8562,               0.538,             0.03187,            0.014757,           0.0015661,            0.004654,            0.004654,            0.004654
                  29,            0.031165,            0.015027,           0.0034652,             0.91809,             0.76869,             0.86646,              0.5584,            0.030851,            0.014421,           0.0013434,            0.004456,            0.004456,            0.004456
                  30,            0.030961,            0.015361,           0.0027266,               0.898,             0.83345,             0.87887,             0.59581,            0.028392,            0.013731,           0.0013326,            0.004258,            0.004258,            0.004258
                  31,             0.03013,            0.014164,           0.0029028,             0.94184,             0.76431,             0.86524,             0.56089,            0.029895,             0.01405,           0.0011272,             0.00406,             0.00406,             0.00406
                  32,            0.029707,            0.014223,           0.0030322,             0.91792,             0.78613,             0.86334,              0.5998,            0.028443,            0.013936,           0.0012653,            0.003862,            0.003862,            0.003862
                  33,            0.028939,            0.014005,           0.0032346,             0.90283,             0.81823,             0.88479,             0.60975,              0.0276,            0.013725,           0.0011615,            0.003664,            0.003664,            0.003664
                  34,             0.02876,            0.014564,            0.002837,             0.92251,             0.80294,             0.87621,             0.60133,             0.02729,             0.01353,           0.0011957,            0.003466,            0.003466,            0.003466
                  35,            0.028383,            0.013464,           0.0025532,             0.92255,             0.78096,             0.87908,             0.61896,            0.027378,            0.013593,            0.002079,            0.003268,            0.003268,            0.003268
                  36,            0.028911,            0.013931,             0.00281,             0.94538,             0.80248,             0.88678,              0.6249,            0.026195,            0.013286,           0.0011736,             0.00307,             0.00307,             0.00307
                  37,            0.027532,            0.013955,           0.0025161,             0.93403,             0.81779,             0.89706,             0.61075,            0.027255,            0.012854,           0.0011133,            0.002872,            0.002872,            0.002872
                  38,             0.02693,            0.012897,           0.0022362,             0.92922,             0.80301,               0.889,             0.60982,            0.027789,             0.01334,          0.00092768,            0.002674,            0.002674,            0.002674
                  39,            0.025911,            0.013482,           0.0021045,             0.92696,             0.83029,             0.90282,             0.63627,            0.025573,            0.012774,          0.00093593,            0.002476,            0.002476,            0.002476
                  40,             0.02678,            0.012835,           0.0026767,             0.96646,             0.78512,             0.88446,             0.62972,            0.025899,            0.013521,          0.00094712,            0.002278,            0.002278,            0.002278
                  41,            0.025987,            0.012982,           0.0020723,              0.9148,             0.82833,             0.88785,             0.62907,            0.026903,            0.013083,          0.00090478,             0.00208,             0.00208,             0.00208
                  42,            0.025715,            0.013187,           0.0020851,             0.94827,             0.81635,              0.9018,             0.63607,            0.025518,            0.012827,          0.00079156,            0.001882,            0.001882,            0.001882
                  43,            0.025022,            0.013036,           0.0020818,             0.94384,             0.82183,             0.89724,             0.63576,            0.025697,            0.012777,          0.00085207,            0.001684,            0.001684,            0.001684
                  44,            0.024696,            0.012583,           0.0017132,             0.92759,             0.86415,             0.90689,             0.64659,            0.025301,            0.012339,          0.00058752,            0.001486,            0.001486,            0.001486
                  45,            0.024429,            0.013464,           0.0019104,             0.91417,             0.87881,             0.91085,             0.65553,            0.024758,            0.012063,          0.00073334,            0.001288,            0.001288,            0.001288
                  46,            0.024263,            0.012467,           0.0018291,               0.937,             0.85671,             0.90747,             0.63702,             0.02502,            0.012428,           0.0006692,             0.00109,             0.00109,             0.00109
                  47,            0.023825,            0.012171,           0.0022251,             0.92895,             0.86881,             0.91173,             0.65338,            0.024983,            0.012226,          0.00058396,            0.000892,            0.000892,            0.000892
                  48,            0.023574,            0.012385,           0.0020325,             0.94372,             0.86072,             0.91087,             0.65198,            0.024972,            0.012215,          0.00058419,            0.000694,            0.000694,            0.000694
                  49,            0.023649,            0.012594,           0.0018875,             0.92988,              0.8685,             0.91107,             0.66347,             0.02439,            0.012124,          0.00062309,            0.000496,            0.000496,            0.000496
